Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count,log_Critic_count,log_Critic_Score,log_Critic_count_is_bad,log_Critic_Score_is_bad,User_Count_is_bad,Small_Publisher,Medium_Publisher,Big_Publisher
PS,1998.0,Role-Playing,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PSP,2008.0,Puzzle,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.5649493574615367,4.127134385045092,0,0,1,1,0,0
PS2,2009.0,Misc,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
XB,2002.0,Racing,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.1972245773362196,3.7376696182833684,0,0,1,0,0,0
DS,2008.0,Misc,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2005.0,Shooter,0.02,0.01,0.0,0.0,0.04,8.0,3.2188758248682006,3.8066624897703196,0,0,0,0,0,0
PS2,2006.0,Racing,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DC,2000.0,Fighting,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2005.0,Action,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.5649493574615367,4.02535169073515,0,0,1,0,0,0
PC,2004.0,Racing,0.0,0.03,0.0,0.01,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2007.0,Puzzle,0.03,0.0,0.0,0.0,0.04,7.0,2.6390573296152584,3.6109179126442243,0,0,0,0,1,0
XB,2005.0,Action,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2009.0,Action,0.0,0.03,0.0,0.01,0.04,380.0,3.1780538303479458,4.276666119016055,0,0,0,0,0,0
PS3,2007.0,Role-Playing,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2011.0,Platform,0.0,0.03,0.0,0.01,0.04,667.0,4.007333185232471,4.430816798843313,0,0,0,0,1,0
GBA,2002.0,Shooter,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.1972245773362196,4.174387269895637,0,0,1,1,0,0
DS,2007.0,Misc,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2006.0,Simulation,0.01,0.03,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2011.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PSP,2010.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2010.0,Strategy,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2009.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
XB,2003.0,Sports,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.3978952727983707,4.204692619390966,0,0,1,1,0,0
PS2,2006.0,Sports,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2009.0,Sports,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2008.0,Adventure,0.03,0.0,0.0,0.0,0.04,29.0,3.4011973816621555,4.204692619390966,0,0,0,0,1,0
PS2,2004.0,Shooter,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2010.0,Puzzle,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Misc,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.302585092994046,4.174387269895637,0,0,1,0,0,0
PSP,2012.0,Action,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2007.0,Sports,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2016.0,Simulation,0.0,0.03,0.0,0.0,0.04,28.0,2.3978952727983707,4.248495242049359,0,0,0,1,0,0
PS,1996.0,Misc,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2016.0,Shooter,0.01,0.02,0.0,0.0,0.04,284.0,3.871201010907891,3.9889840465642745,0,0,0,0,1,0
GBA,2003.0,Sports,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
XB,2003.0,Shooter,0.03,0.01,0.0,0.0,0.04,5.0,3.091042453358316,4.007333185232471,0,0,0,1,0,0
DS,2006.0,Sports,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS4,2017.0,Role-Playing,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GEN,1994.0,Sports,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2004.0,Adventure,0.03,0.01,0.0,0.0,0.04,9.0,3.367295829986474,4.189654742026425,0,0,0,1,0,0
DS,2004.0,Misc,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2007.0,Strategy,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
XOne,2016.0,Misc,0.03,0.0,0.0,0.0,0.04,6.0,1.6094379124341003,4.31748811353631,0,0,0,0,0,0
X360,2016.0,Misc,0.02,0.02,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSV,2015.0,Role-Playing,0.02,0.0,0.0,0.01,0.04,30.0,3.1780538303479458,4.2626798770413155,0,0,0,0,1,0
DS,2010.0,Simulation,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
X360,2010.0,Shooter,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2001.0,Action,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2013.0,Misc,0.01,0.02,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PC,2008.0,Puzzle,0.0,0.03,0.0,0.01,0.04,607.0,3.258096538021482,4.499809670330265,0,0,0,1,0,0
PSP,2009.0,Role-Playing,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2016.0,Sports,0.01,0.02,0.0,0.0,0.04,17.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PC,2009.0,Strategy,0.0,0.03,0.0,0.01,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1999.0,Role-Playing,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2009.0,Misc,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS4,2016.0,Action,0.01,0.02,0.0,0.01,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2015.0,Misc,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2009.0,Adventure,0.0,0.03,0.0,0.0,0.04,17.0,2.6390573296152584,4.1588830833596715,0,0,0,0,1,0
Wii,2009.0,Misc,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2006.0,Role-Playing,0.0,0.0,0.04,0.0,0.04,6.0,3.2188758248682006,4.189654742026425,0,0,0,0,0,0
PC,2003.0,Strategy,0.0,0.03,0.0,0.0,0.04,57.0,2.9444389791664403,4.382026634673881,0,0,0,1,0,0
DS,2009.0,Action,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
DS,2007.0,Simulation,0.03,0.0,0.0,0.0,0.04,162.22990777338603,1.791759469228055,3.970291913552122,0,0,1,0,0,1
DS,2010.0,Role-Playing,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSV,2016.0,Action,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2009.0,Puzzle,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2006.0,Platform,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PSP,2010.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2003.0,Misc,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.4849066497880004,4.248495242049359,0,0,1,0,0,0
DS,2005.0,Role-Playing,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2008.0,Role-Playing,0.04,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2008.0,Shooter,0.0,0.03,0.0,0.01,0.04,478.0,3.8501476017100584,4.31748811353631,0,0,0,0,1,0
XB,2003.0,Role-Playing,0.03,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2007.0,Racing,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2010.0,Strategy,0.0,0.03,0.0,0.01,0.04,19.0,2.999073846901081,4.209473102829448,1,1,0,1,0,0
DS,2008.0,Misc,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2006.0,Shooter,0.03,0.01,0.0,0.0,0.04,16.0,3.4965075614664802,4.219507705176107,0,0,0,1,0,0
3DS,2016.0,Action,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2003.0,Misc,0.02,0.01,0.0,0.0,0.04,10.0,1.791759469228055,4.2626798770413155,0,0,0,1,0,0
DS,2007.0,Racing,0.03,0.0,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS3,2010.0,Shooter,0.03,0.0,0.0,0.0,0.04,162.22990777338603,1.6094379124341003,3.828641396489095,0,0,1,0,1,0
PSP,2012.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GEN,1994.0,Platform,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2011.0,Adventure,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PSP,2012.0,Action,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2011.0,Misc,0.0,0.03,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2009.0,Role-Playing,0.0,0.0,0.04,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
WiiU,2013.0,Action,0.02,0.01,0.0,0.0,0.04,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PC,2007.0,Strategy,0.0,0.03,0.0,0.01,0.04,301.0,3.784189633918261,4.48863636973214,0,0,0,0,0,1
PS3,2013.0,Adventure,0.02,0.0,0.01,0.01,0.04,14.0,2.999073846901081,4.209473102829448,1,1,0,1,0,0
PSV,2015.0,Role-Playing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2011.0,Strategy,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2006.0,Simulation,0.02,0.01,0.0,0.0,0.03,162.22990777338603,1.6094379124341003,3.970291913552122,0,0,1,1,0,0
DS,2009.0,Misc,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
Wii,2008.0,Racing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2014.0,Simulation,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2016.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2001.0,Action,0.03,0.01,0.0,0.0,0.03,162.22990777338603,1.3862943611198906,3.9889840465642745,0,0,1,0,0,0
PS3,2013.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PSV,2016.0,Sports,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2010.0,Misc,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PC,2016.0,Sports,0.0,0.03,0.0,0.0,0.03,5.0,1.791759469228055,4.1588830833596715,0,0,0,0,1,0
DS,2008.0,Action,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.70805020110221,3.912023005428146,0,0,1,1,0,0
XB,2005.0,Racing,0.03,0.01,0.0,0.0,0.03,162.22990777338603,1.6094379124341003,3.9318256327243257,0,0,1,0,1,0
3DS,2016.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2007.0,Action,0.0,0.03,0.0,0.01,0.03,242.0,3.258096538021482,4.418840607796598,0,0,0,0,0,1
PS4,2016.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2010.0,Shooter,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS4,2014.0,Action,0.0,0.03,0.0,0.0,0.03,580.0,4.248495242049359,4.290459441148391,0,0,0,0,0,0
PS3,2012.0,Misc,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2004.0,Puzzle,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS4,2014.0,Sports,0.0,0.03,0.0,0.0,0.03,22.0,2.1972245773362196,3.970291913552122,0,0,0,0,1,0
XB,2002.0,Sports,0.03,0.01,0.0,0.0,0.03,4.0,2.0794415416798357,4.204692619390966,0,0,0,0,0,1
DS,2009.0,Role-Playing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
DS,2010.0,Misc,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2009.0,Puzzle,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2004.0,Action,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
SAT,1998.0,Shooter,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2013.0,Adventure,0.0,0.03,0.0,0.0,0.03,82.0,3.8066624897703196,4.31748811353631,0,0,0,1,0,0
PSP,2006.0,Action,0.03,0.0,0.0,0.0,0.03,7.0,2.6390573296152584,4.143134726391533,0,0,0,0,0,0
GBA,2005.0,Action,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
X360,2009.0,Racing,0.0,0.03,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2012.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2008.0,Adventure,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
DS,2011.0,Puzzle,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2002.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PSP,2007.0,Racing,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2003.0,Fighting,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
XB,2006.0,Racing,0.03,0.01,0.0,0.0,0.03,6.0,3.2188758248682006,4.430816798843313,0,0,0,0,0,1
PC,2011.0,Strategy,0.0,0.03,0.0,0.01,0.03,110.0,3.6888794541139363,3.970291913552122,0,0,0,0,1,0
PC,2007.0,Role-Playing,0.0,0.03,0.0,0.01,0.03,10.0,2.999073846901081,4.209473102829448,1,1,0,1,0,0
PS2,2006.0,Misc,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSV,2015.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
GBA,2005.0,Action,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PC,2016.0,Racing,0.0,0.03,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2002.0,Shooter,0.02,0.01,0.0,0.0,0.03,5.0,1.6094379124341003,4.248495242049359,0,0,0,0,0,0
3DS,2012.0,Action,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2006.0,Misc,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2006.0,Role-Playing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2011.0,Action,0.0,0.03,0.0,0.01,0.03,33.0,1.9459101490553132,4.007333185232471,0,0,0,1,0,0
PC,2008.0,Strategy,0.0,0.03,0.0,0.0,0.03,19.0,1.9459101490553132,4.060443010546419,0,0,0,1,0,0
PSV,2016.0,Fighting,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2012.0,Misc,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,1998.0,Strategy,0.0,0.03,0.0,0.0,0.03,50.0,2.999073846901081,4.209473102829448,1,1,0,0,0,1
PC,2006.0,Simulation,0.0,0.03,0.0,0.01,0.03,54.0,3.4965075614664802,4.2626798770413155,0,0,0,0,0,0
PS3,2007.0,Racing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2002.0,Sports,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.5649493574615367,4.07753744390572,0,0,1,0,0,0
GC,2005.0,Sports,0.03,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2007.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2003.0,Action,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.4849066497880004,4.0943445622221,0,0,1,0,0,0
PS3,2011.0,Adventure,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
3DS,2012.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS,1998.0,Strategy,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2006.0,Action,0.0,0.03,0.0,0.01,0.03,528.0,3.5553480614894135,4.406719247264253,0,0,0,0,0,1
DS,2006.0,Adventure,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS2,2009.0,Adventure,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS4,2016.0,Shooter,0.03,0.0,0.0,0.01,0.03,15.0,2.70805020110221,4.343805421853684,0,0,0,1,0,0
PC,2009.0,Shooter,0.02,0.01,0.0,0.0,0.03,78.0,3.4339872044851463,4.276666119016055,0,0,0,1,0,0
PS2,2006.0,Adventure,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2010.0,Role-Playing,0.0,0.03,0.0,0.01,0.03,511.0,3.2188758248682006,4.276666119016055,0,0,0,0,0,0
PC,1998.0,Role-Playing,0.01,0.02,0.0,0.0,0.03,813.0,3.091042453358316,4.51085950651685,0,0,0,1,0,0
PS2,2002.0,Misc,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2008.0,Puzzle,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GC,2003.0,Racing,0.03,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
DS,2008.0,Simulation,0.03,0.0,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
3DS,2015.0,Puzzle,0.0,0.03,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2001.0,Racing,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.302585092994046,4.219507705176107,0,0,1,1,0,0
PC,2003.0,Shooter,0.0,0.03,0.0,0.0,0.03,293.0,3.5263605246161616,4.394449154672439,0,0,0,0,0,0
GC,2003.0,Shooter,0.03,0.01,0.0,0.0,0.03,4.0,2.4849066497880004,4.3694478524670215,0,0,0,0,0,0
3DS,2015.0,Role-Playing,0.02,0.0,0.01,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS4,2016.0,Role-Playing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2011.0,Role-Playing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
WS,2001.0,Strategy,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2003.0,Shooter,0.02,0.01,0.0,0.0,0.03,5.0,2.833213344056216,4.290459441148391,0,0,0,0,0,0
PC,2005.0,Action,0.0,0.03,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
XB,2005.0,Shooter,0.03,0.01,0.0,0.0,0.03,4.0,2.302585092994046,4.0943445622221,0,0,0,1,0,0
PS2,2007.0,Sports,0.0,0.0,0.03,0.0,0.03,4.0,1.9459101490553132,3.4657359027997265,0,0,0,1,0,0
Wii,2007.0,Sports,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2007.0,Misc,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2004.0,Role-Playing,0.02,0.01,0.0,0.0,0.03,4.0,3.4011973816621555,4.127134385045092,0,0,0,0,0,0
PS2,2004.0,Action,0.02,0.01,0.0,0.0,0.03,7.0,2.1972245773362196,3.871201010907891,0,0,0,0,0,0
PSP,2005.0,Racing,0.02,0.01,0.0,0.0,0.03,19.0,2.8903717578961645,4.204692619390966,0,0,0,0,0,0
DS,2008.0,Simulation,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1996.0,Action,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
3DS,2013.0,Strategy,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2014.0,Action,0.0,0.03,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GC,2005.0,Sports,0.03,0.01,0.0,0.0,0.03,9.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
WiiU,2014.0,Action,0.01,0.02,0.0,0.0,0.03,6.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
X360,2006.0,Sports,0.03,0.0,0.0,0.0,0.03,6.0,1.3862943611198906,3.713572066704308,0,0,0,0,0,0
PS3,2011.0,Strategy,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
GBA,2005.0,Sports,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2009.0,Racing,0.0,0.02,0.0,0.01,0.03,9.0,3.367295829986474,4.189654742026425,0,0,0,1,0,0
3DS,2014.0,Action,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2011.0,Adventure,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2001.0,Role-Playing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2009.0,Fighting,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2002.0,Platform,0.02,0.01,0.0,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2006.0,Role-Playing,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PSP,2013.0,Adventure,0.0,0.0,0.03,0.0,0.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
GC,2003.0,Racing,0.03,0.01,0.0,0.0,0.03,162.22990777338603,2.302585092994046,4.02535169073515,0,0,1,0,0,1
